taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,version,pangolin_version,pangoLEARN_version,pango_version,status,note
VA-DCLS-6959_S52_L001,AY.103,0,,Delta (B.1.617.2-like),0.9231,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.103(1/1)
VA-DCLS-6960_S53_L001,AY.25,0,,Delta (B.1.617.2-like),0.9231,0.0769,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.25(1/1)
VA-DCLS-6962_S55_L001,AY.100,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.100(1/1)
VA-DCLS-6964_S57_L001,AY.3,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.3(1/1)
VA-DCLS-6965_S58_L001,AY.25,0,,Delta (B.1.617.2-like),0.9231,0.0769,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.25(1/1)
VA-DCLS-6966_S59_L001,AY.25,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.25(1/1)
VA-DCLS-6967_S60_L001,AY.25,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.25(1/1)
VA-DCLS-6969_S62_L001,AY.44,0,,Delta (B.1.617.2-like),0.9231,0.0769,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.44(1/1)
VA-DCLS-6972_S65_L001,AY.3,0,,Delta (B.1.617.2-like),0.9231,0.0769,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.3(1/1)
VA-DCLS-6973_S66_L001,AY.25,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.25(1/1)
VA-DCLS-6975_S68_L001,AY.3,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.3(1/1)
VA-DCLS-6977_S70_L001,AY.44,0,,Delta (B.1.617.2-like),0.9231,0.0769,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.44(1/1)
VA-DCLS-6978_S71_L001,AY.103,0,,Delta (B.1.617.2-like),0.9231,0.0769,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.103(1/1)
VA-DCLS-6980_S73_L001,AY.44,0,,Delta (B.1.617.2-like),0.8462,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 1; Usher placements: AY.44(1/1)
VA-DCLS-6981_S74_L001,AY.3,0,,Delta (B.1.617.2-like),0.9231,0.0769,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.3(1/1)
VA-DCLS-6982_S75_L001,AY.3,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.3(1/1)
VA-DCLS-6983_S76_L001,AY.3,0,,Delta (B.1.617.2-like),0.9231,0.0769,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.3(1/1)
VA-DCLS-6984_S77_L001,AY.3,0,,Delta (B.1.617.2-like),0.9231,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.3(1/1)
VA-DCLS-6985_S78_L001,AY.3,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.3(1/1)
VA-DCLS-6986_S79_L001,AY.3,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.3(1/1)
VA-DCLS-6987_S80_L001,AY.20,0,,Delta (B.1.617.2-like),0.9231,0.0769,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.20(1/1)
VA-DCLS-6988_S81_L001,B.1.617.2,0,,Delta (B.1.617.2-like),0.9231,0.0769,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: B.1.617.2(1/1)
VA-DCLS-6989_S82_L001,AY.64,0,,Delta (B.1.617.2-like),0.9231,0.0769,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.64(1/1)
VA-DCLS-6990_S83_L001,AY.64,0,,Delta (B.1.617.2-like),0.9231,0.0769,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.64(1/1)
VA-DCLS-6992_S85_L001,AY.20,0,,Delta (B.1.617.2-like),0.9231,0.0769,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.20(1/1)
VA-DCLS-6993_S86_L001,AY.39,0,,Delta (B.1.617.2-like),0.9231,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.39(1/1)
VA-DCLS-6995_S88_L001,B.1.617.2,0,,Delta (B.1.617.2-like),0.9231,0.0769,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: B.1.617.2(1/1)
VA-DCLS-6996_S89_L001,AY.25,0,,Delta (B.1.617.2-like),0.9231,0.0769,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.25(1/1)
VA-DCLS-6997_S90_L001,AY.118,0,,Delta (B.1.617.2-like),0.9231,0.0769,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.118(1/1)
VA-DCLS-7000_S93_L001,AY.3.1,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.3.1(1/1)
VA-DCLS-7001_S94_L001,AY.39,0,,Delta (B.1.617.2-like),0.9231,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.39(1/1)
VA-DCLS-7002_S95_L001,AY.103,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.103(1/1)
VA-DCLS-7003_S50_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-7004_S51_L001,AY.26,0,,Delta (B.1.617.2-like),0.9231,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.26(1/1)
VA-DCLS-7007_S54_L001,AY.3,0,,Delta (B.1.617.2-like),0.9231,0.0769,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.3(1/1)
VA-DCLS-7010_S57_L001,AY.44,0,,Delta (B.1.617.2-like),0.9231,0.0769,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.44(1/1)
VA-DCLS-7011_S58_L001,AY.103,0,,Delta (B.1.617.2-like),0.9231,0.0769,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.103(1/1)
VA-DCLS-7012_S59_L001,AY.118,0,,Delta (B.1.617.2-like),0.9231,0.0769,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.118(1/1)
VA-DCLS-7013_S60_L001,AY.25,0,,Delta (B.1.617.2-like),0.9231,0.0769,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.25(1/1)
VA-DCLS-7014_S61_L001,B.1.617.2,0,,Delta (B.1.617.2-like),0.9231,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: B.1.617.2(1/1)
VA-DCLS-7015_S62_L001,AY.3,0,,Delta (B.1.617.2-like),0.9231,0.0769,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.3(1/1)
VA-DCLS-7016_S63_L001,AY.25,0,,Delta (B.1.617.2-like),0.9231,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.25(1/1)
VA-DCLS-7017_S64_L001,AY.25,0,,Delta (B.1.617.2-like),0.9231,0.0769,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.25(1/1)
VA-DCLS-7018_S65_L001,AY.25,0,,Delta (B.1.617.2-like),0.9231,0.0769,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.25(1/1)
VA-DCLS-7019_S66_L001,AY.103,0,,Delta (B.1.617.2-like),0.9231,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.103(1/1)
VA-DCLS-7020_S67_L001,AY.3,0,,Delta (B.1.617.2-like),0.9231,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.3(1/1)
VA-DCLS-7021_S68_L001,AY.25,0,,Delta (B.1.617.2-like),0.9231,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.25(1/1)
VA-DCLS-7022_S69_L001,AY.107,0,,Delta (B.1.617.2-like),0.9231,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.107(1/1)
VA-DCLS-7023_S70_L001,B.1.617.2,0,,Delta (B.1.617.2-like),0.9231,0.0769,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: B.1.617.2(1/1)
VA-DCLS-7024_S71_L001,AY.23,0,,Delta (B.1.617.2-like),0.9231,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.23(1/1)
VA-DCLS-7025_S72_L001,AY.44,0,,Delta (B.1.617.2-like),0.9231,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.44(2/2)
VA-DCLS-7027_S74_L001,AY.25,0,,Delta (B.1.617.2-like),0.9231,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.25(1/1)
VA-DCLS-7028_S75_L001,AY.47,0,,Delta (B.1.617.2-like),0.9231,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.47(1/1)
VA-DCLS-7030_S77_L001,AY.25,0,,Delta (B.1.617.2-like),0.9231,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.25(2/2)
VA-DCLS-7031_S78_L001,B.1.617.2,0,,Delta (B.1.617.2-like),0.9231,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: B.1.617.2(1/1)
VA-DCLS-7032_S79_L001,AY.122,0,,Delta (B.1.617.2-like),0.9231,0.0769,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.122(1/1)
VA-DCLS-7035_S82_L001,AY.26,0,,Delta (B.1.617.2-like),0.9231,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.26(1/1)
VA-DCLS-7037_S84_L001,AY.44,0,,Delta (B.1.617.2-like),0.9231,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.44(1/1)
VA-DCLS-7039_S86_L001,B.1.617.2,0,,Delta (B.1.617.2-like),0.9231,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: B.1.617.2(1/1)
VA-DCLS-7040_S87_L001,B.1.617.2,0,,Delta (B.1.617.2-like),0.9231,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: B.1.617.2(1/1)
VA-DCLS-7041_S88_L001,AY.26,0,,Delta (B.1.617.2-like),0.9231,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.26(1/1)
VA-DCLS-7042_S89_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-7045_S92_L001,AY.25,0,,Delta (B.1.617.2-like),0.9231,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.25(1/1)
VA-DCLS-7046_S93_L001,AY.44,0,,Delta (B.1.617.2-like),0.8462,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 2; Usher placements: AY.44(1/1)
VA-DCLS-7048_S95_L001,AY.118,0,,Delta (B.1.617.2-like),0.9231,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.118(1/1)
VA-DCLS-7049_S1_L001,AY.44,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.44(1/1)
VA-DCLS-7050_S2_L001,AY.118,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.118(1/1)
VA-DCLS-7055_S7_L001,AY.3,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.3(1/1)
VA-DCLS-7057_S9_L001,AY.118,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.118(1/1)
VA-DCLS-7058_S10_L001,AY.119,0,,Delta (B.1.617.2-like),0.9231,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.119(1/1)
VA-DCLS-7059_S11_L001,AY.3,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.3(1/1)
VA-DCLS-7062_S14_L001,AY.26,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.26(1/1)
VA-DCLS-7063_S15_L001,AY.37,0,,Delta (B.1.617.2-like),0.8462,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 2; Usher placements: AY.37(4/4)
VA-DCLS-7068_S20_L001,AY.110,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.110(1/1)
VA-DCLS-7072_S24_L001,AY.44,0,,Delta (B.1.617.2-like),0.9231,0.0769,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.44(1/1)
VA-DCLS-7074_S26_L001,AY.103,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.103(1/1)
VA-DCLS-7075_S27_L001,AY.44,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.44(1/1)
VA-DCLS-7077_S29_L001,AY.44,0,,Delta (B.1.617.2-like),0.9231,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.44(1/1)
VA-DCLS-7078_S30_L001,AY.3,0,,Delta (B.1.617.2-like),0.9231,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.3(1/1)
VA-DCLS-7080_S32_L001,AY.100,0,,Delta (B.1.617.2-like),0.9231,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.100(1/1)
VA-DCLS-7081_S33_L001,AY.44,0,,Delta (B.1.617.2-like),0.9231,0.0769,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.44(1/1)
VA-DCLS-7083_S35_L001,AY.25,0,,Delta (B.1.617.2-like),0.9231,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.25(1/1)
VA-DCLS-7084_S36_L001,AY.47,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.47(1/1)
VA-DCLS-7088_S40_L001,AY.39,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.39(1/1)
VA-DCLS-7089_S41_L001,AY.20,0,,Delta (B.1.617.2-like),0.9231,0.0769,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.20(1/1)
VA-DCLS-7090_S42_L001,AY.103,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.103(1/1)
VA-DCLS-7094_S46_L001,AY.47,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.47(1/1)
VA-DCLS-7096_S3_L001,AY.26,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.26(1/1)
VA-DCLS-7097_S4_L001,AY.26,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.26(1/1)
VA-DCLS-7098_S5_L001,AY.26,0,,Delta (B.1.617.2-like),0.9231,0.0769,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.26(1/1)
VA-DCLS-7099_S6_L001,AY.122,0,,Delta (B.1.617.2-like),0.9231,0.0769,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.122(1/1)
VA-DCLS-7101_S8_L001,AY.25,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.25(1/1)
VA-DCLS-7103_S10_L001,AY.119,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.119(1/1)
VA-DCLS-7104_S11_L001,AY.103,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.103(1/1)
VA-DCLS-7106_S13_L001,AY.122,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.122(1/1)
VA-DCLS-7109_S16_L001,AY.122,0,,Delta (B.1.617.2-like),0.9231,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.122(1/1)
VA-DCLS-7110_S17_L001,AY.25,0,,Delta (B.1.617.2-like),0.9231,0.0769,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.25(1/1)
VA-DCLS-7113_S20_L001,AY.44,0,,Delta (B.1.617.2-like),0.9231,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.44(1/1)
VA-DCLS-7114_S21_L001,AY.26,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.26(1/1)
VA-DCLS-7119_S26_L001,AY.25,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.25(1/1)
VA-DCLS-7122_S29_L001,AY.44,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.44(1/1)
VA-DCLS-7125_S32_L001,AY.3,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.3(1/1)
VA-DCLS-7126_S33_L001,AY.3,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.3(1/1)
VA-DCLS-7127_S34_L001,AY.103,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.103(1/1)
VA-DCLS-7133_S40_L001,B.1.617.2,0,,Delta (B.1.617.2-like),0.9231,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: B.1.617.2(1/1)
VA-DCLS-7134_S41_L001,AY.44,0,,Delta (B.1.617.2-like),0.9231,0.0769,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.44(1/1)
VA-DCLS-7136_S43_L001,AY.25,0,,Delta (B.1.617.2-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.25(1/1)
VA-DCLS-7137_S44_L001,AY.3,0,,Delta (B.1.617.2-like),0.9231,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.3(1/1)
